Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season
1,-1.2379526110805146,-0.7033192697119635,1.44416418730762,0.30363891930156467,0.9505474007429484,-0.38977942221578676,-1.6341575126251024,-1.4594474951150267,-0.013702363796108402,-1.4230758893564792,1,3,2,1,3,4,-1.3924524759726515,-1.7138989633254222
3,-1.5143668789216964,-1.430954671775735,0.8810980138812696,0.16148725366086675,-0.7886527156250372,1.1142064419688222,-1.6027053224649919,0.7316865419059195,-0.10844049717795973,-1.4836878852555684,1,3,1,3,3,0,-0.6971152683926455,0.6333881392996732
2,-0.07182991862552604,0.5341464664956334,-1.0494145807233608,1.4053143280169724,1.124467412379747,0.426670046913001,1.227991791944973,0.687655292087413,-1.6845385343487604,0.5126605742802336,4,3,0,3,6,2,-1.0105824387277018,1.3859154269777827
2,0.3514294290062846,-0.6297927181211532,-0.6740371317724605,1.6540797428881935,0.8760102528986061,0.9852933678958558,-1.6027053224649919,1.1789513426939078,-0.7360088595195572,1.3294782054889862,0,1,0,2,5,2,-0.5634814417077931,0.14000932155044962
3,0.7487749390279842,-1.1160390640188693,1.6318529117830705,-1.4969488454806072,0.4784787977287808,0.942322343204867,0.0328085658607656,-0.4270305585810959,0.3554892711404402,1.1697801623494686,2,1,0,0,5,4,0.6717695238404247,-1.439799620131409
0,-0.279140619506413,-1.649453386408803,0.7470346392559485,-0.7032687123200447,-1.1116470229505202,0.16884389876706798,1.5110615033859693,-0.8627081883642138,1.0806666193906116,-1.3237194174740343,0,3,0,0,1,1,0.9409679032922638,1.495555164255388
0,-1.0738316395498122,-1.6980086563272623,-0.9957892308732322,0.8603996097276309,-0.14266410097407117,-0.3038373728338091,0.1900695166613192,0.7108296340971533,-0.08145448342676576,1.4007596827185174,3,1,2,2,0,4,-0.49797466392110074,-0.15900814375211061
3,1.5866556884215681,-1.7333846386964258,-1.3711666798241322,1.168394885282476,-1.608561341912802,1.5439166888787106,0.15861732650120847,-1.0202937140304478,-0.914001716176369,-0.069367007512884,1,3,1,2,4,2,-0.6306431275648862,-1.3201926340103851
2,-1.2811423404306992,1.0384276269344912,0.47890789000530515,-0.4900412138589981,-1.2607213186392048,0.426670046913001,-0.7534961881420024,0.7212580880015363,0.010986967933707403,-0.6434416464249002,0,0,0,2,6,1,-0.5291420992469795,0.23469818556292668
1,-1.1170213688999968,1.1729950892799363,0.9883487135815269,-1.1771075977890373,0.15548449040329781,-0.08898224937886498,1.6997746443466337,-0.1431448689617772,0.23261678299670563,-1.0467799999914804,4,3,0,1,3,3,-0.5691357109483286,0.7629623742641162
2,-0.13229553971578492,0.3933361837321007,-0.7008498066975248,-0.3834274646284747,-0.11781838502595708,-0.6046345456707309,1.5425136935460801,-0.040019047018432764,0.8217157214802175,-1.700236563364319,6,2,1,1,4,0,0.7903712688858044,-0.45304198463296114
2,1.4830003379811254,0.854611247957466,-1.1834779553486823,-1.0349559321483395,-0.26689268071464156,-0.9484027431986416,0.1900695166613192,1.0456988761379002,-0.5339008416382744,1.692941216387417,6,3,0,0,0,4,1.432061873183656,-1.529504859722177
2,-0.633296400177928,-1.7354655788357884,-0.24503433297143137,-1.3547971798399092,-0.9625727272618358,0.46964107160398977,-0.09300019477967728,0.08859855113562588,-0.9145758866817135,1.5258433716800117,2,0,0,1,3,2,1.4407501405532595,-0.6972395812967184
0,-1.0133660184595532,0.9184267455645844,-1.3979793547491965,-0.03989427266345503,-0.49050412424766826,1.1142064419688222,-0.4389742865408952,1.5566931174526746,0.21366915632033504,-0.22502097305134763,4,2,2,2,0,0,-1.259508194317133,-0.901568182586801
0,-0.04591608101541498,0.3475555006661244,1.3369134876073634,-0.7624985730036687,0.9505474007429484,-0.6046345456707309,-1.5083487519846597,-0.29493680912557607,-1.2257763005784619,1.3649284176514225,0,0,2,1,5,3,0.8481551423439604,-1.1457657792505582
1,-0.03727813514537821,0.17483746909903305,-1.1030399305734895,1.0143972475050533,-1.7079442057052583,0.25478594814904565,1.3223483624253052,1.3064102237474788,-1.3050118303160105,0.09109314143595137,3,0,2,2,1,0,-1.0680904941741245,-0.9514044268038945
3,-1.7216775798025834,-1.6799738417861203,1.149224763131913,1.2513166902395498,-0.39112126045521195,0.7274672197499228,-1.4454443716644383,0.5231174638182566,1.3172248675925682,-0.2802121840809377,6,0,1,3,0,3,1.0758429110299166,0.4689285333832656
0,-0.0804678644955628,0.9003919310234424,0.04990509120427604,1.5948498822045696,1.199004560224089,1.415003614805744,-1.0994702799032203,-1.3088142720517144,-0.330644482746302,-1.2060846981971571,6,0,2,2,0,1,-0.5674808028779279,0.8227658673246282
1,-1.583470445881992,1.5010899845860983,-1.3711666798241322,0.4576365570789871,0.528170229625009,1.1571774666598111,-0.9422093291026666,-1.709730388820222,-0.900795794553444,0.20810096722451923,6,3,0,2,5,4,-0.8773623390604497,0.792864120794372
3,-1.6784878504523988,0.8199289123014235,0.18396846582959772,1.500082105110771,1.1741588442759752,-0.4327504469067756,-0.9107571389425559,1.1198567705690694,-1.6236764607822378,-1.656673611941409,4,2,2,3,1,0,-1.190829509395506,1.1516850791574438
3,-1.3502459073909947,0.14917254071356129,1.2028501129820417,-1.3429512077031847,0.7517816731580357,-0.9484027431986416,-1.256731230703774,-0.9472945366997656,0.014431990965774858,0.03735238984990044,6,0,1,0,4,4,0.09351706224126441,1.6699820190152144
3,1.5607418508114577,1.3588924083963243,-1.6124807541497113,1.0499351639152281,-1.1364927388986343,0.7274672197499228,-0.18735676526000944,-1.2427673973239546,-0.8950540894999989,-0.5576678667891584,4,0,2,0,6,3,-1.3816955735150473,-0.677305083609881
2,0.7487749390279842,-1.621013871170848,0.8810980138812696,-0.31235163180812575,0.08094734255895557,0.08290184938509033,-1.6027053224649919,-0.12576411245447172,-0.7675882373135076,1.542339274842976,5,0,2,0,5,1,-0.059699843276662154,0.1649274436589962
2,0.4378088877066538,-0.11857509055108684,0.6934092894058198,-1.2481834306093862,-1.5340241940684596,-0.47572147159776446,1.0707308411444194,0.8081618705380625,1.0938725410135366,-0.21704344611188123,5,1,0,1,4,2,0.21239462529837777,-1.1806511502025236
1,1.3275173123204589,1.0287165729507992,-0.7812878314727175,-0.2886596875346761,0.5033245136768949,0.25478594814904565,-1.4139921815043275,1.3284258486567326,-1.0885495498011133,-1.5168763640484177,6,3,2,0,4,0,-0.006880694029708319,-0.8766500604782544
1,-1.255228502820588,-0.1497891926415248,-0.9957892308732322,-0.5255791302691724,0.45363308178066675,0.6415251703679451,0.15861732650120847,-0.4780141110025247,0.4869743168643426,0.801375755719658,0,3,2,1,2,2,1.2381618109350467,-0.4879273555849264
0,-0.7455896964884082,-0.6436656523835702,0.39846986523011213,0.718247944086933,-1.1861841707948626,0.38369902222201213,1.10218303130453,-1.720158842724605,0.798174730761091,-0.8080196251498856,3,3,1,2,2,3,-1.731984448416518,0.24466543440634558
1,-0.987452180849443,0.7609689416861511,-0.03053293357091697,-0.11097010548380398,-0.9128812953656077,1.3290615654237663,-0.6591396176616702,-0.8012961820384019,1.1685147067083284,1.1282208116833112,5,3,1,3,3,2,1.1220424279952677,-0.5826162195974037
2,0.03182543181491744,-1.042512512428059,1.229662787907106,-0.9994180157381651,-0.24204696476652748,1.7158007876426657,1.6368702640264123,-1.5533035802544748,-0.7256737904233552,0.07921904124562072,5,2,2,1,5,1,-1.5000215005486939,0.5337156508654869
1,1.085654827959425,1.646755794341477,1.2564754628321704,-0.004356356253280551,-1.2110298867429765,0.5985541456769563,0.5360436084225371,0.2716758530125745,0.5886024963103285,1.6963092323834323,3,0,2,2,0,0,-0.3563421148959784,1.495555164255388
1,-0.5555548873475956,-0.3641260269958677,-0.3522850326716887,-0.549271074542622,-0.4656584082995542,-1.4640550394905074,0.5989479887427586,0.7826700943273484,-0.3553338144761178,1.024451501324336,5,0,0,1,1,0,0.38960769783711385,1.3061774362304335
0,0.6451195885875407,0.25183225425544736,-0.08415828342104535,-0.13466204975725363,1.199004560224089,-1.6359391382544628,0.7876611297034228,-1.2728940419366173,0.8435342006833111,0.36086630590508656,4,2,1,1,6,2,1.094874353839524,1.2812593141218869
3,1.3361552581904956,-0.5729136876452435,0.5861585897055624,0.9433214146847044,0.7517816731580357,-0.7335476197436974,0.15861732650120847,0.41535677347296424,-1.064434388576642,0.6693470702700299,6,3,0,2,6,0,-1.6748901199876958,-0.039401157631086516
3,1.085654827959425,0.206051571189471,-1.3979793547491965,0.5642503063095106,-1.2110298867429765,-0.47572147159776446,0.8505655100236443,1.538153643844882,-1.6386048939211961,0.29766069184848226,0,2,1,2,3,1,-0.5119034735136394,0.7230933788904415
2,-1.255228502820588,0.01668601850747914,-0.4059103825218174,0.5287123898993361,0.42878736583255267,-1.6359391382544628,1.668322454186523,1.4836939401219922,-1.0701760936300877,0.39872575578729985,4,1,2,0,4,1,1.1365228736112736,1.2314230699047932
3,-0.22731294428619087,-0.26840278058519024,-1.0762272556484251,1.2750086345129996,1.2983874240165454,-0.9054317185076527,-0.8478527586223346,-0.07014569163109494,-0.9840505178284046,1.0454708712264738,0,3,0,1,4,4,-1.4538219835833424,0.7430278765772789
1,-1.082469585419849,0.12628219918057335,-0.003720258645852636,0.5405583620360609,0.8511645369504921,-0.6905765950527086,-1.571253132304881,-0.6251711827643756,0.6919531872723488,-1.4073297999736498,6,1,0,0,2,2,0.19322527348290378,-1.006224295442697
1,-0.6505722919180015,0.2324101462880635,1.2564754628321704,-0.4781952417222733,-1.1116470229505202,0.3407279975310233,-0.030095814459455836,-0.018003422109179323,-1.6380307234158515,0.5448533987092975,3,0,0,0,3,1,1.2392650829819802,1.3261119339172707
0,-0.6160205084378537,-0.5611216935221891,-0.05734560849598131,0.07856544870379323,-0.9625727272618358,-1.6359391382544628,-0.9107571389425559,-0.8372164121534992,-1.3578355168077092,-0.504283584049401,1,1,1,1,5,2,-0.1669930498409709,-1.3301598828538035
1,0.049101323554990965,1.285365856805514,0.0230924162792117,-0.08727816121035432,0.7766273891061498,1.2001484913507998,-0.40752209638078446,0.23575562289747679,-1.1000329599080045,-0.07979064825967522,5,3,2,2,3,0,-1.121599188450412,1.2613248164350495
3,0.27368791617595145,-0.9925699490833578,0.6129712646306268,-0.31235163180812575,0.2548673541957541,-0.9913737678896304,0.31587827730176204,1.073508086549589,0.26419616079065594,0.278054905302336,6,3,1,3,0,1,1.369589093526032,0.8227658673246282
3,-0.158209377325896,1.688374597128728,1.0955994132817843,-0.3478895482183002,-0.6892698518325809,-0.4327504469067756,-0.5018786668611166,-1.02724601663337,-0.9806054947963371,1.6861560162786566,0,3,1,2,3,1,0.8596015898308984,1.0221108441930014
0,-0.028640189275341447,0.07980786940147627,-1.6124807541497113,-0.004356356253280551,1.5965360153939145,0.5985541456769563,1.5425136935460801,0.016758090905431223,-1.0225199416864899,0.1659024310408702,6,0,1,1,3,3,-0.30145433056102366,0.7430278765772789
1,1.500276229721199,-0.2788074812820031,-1.2907286550489396,-0.19389191044087775,-1.6830984897571442,-1.2491999160355634,-1.571253132304881,-1.5961761129724943,-0.750363122153171,1.3608105878752728,4,2,0,2,3,4,0.3977443291832504,-1.5643902306741424
3,1.1979481242699053,-1.2062131367245799,0.7738473141810123,0.3391768357117391,-1.012264159158064,0.21181492345805683,-0.6276874275015595,-1.028404733733857,-0.14116821598259932,0.7931646802257231,5,0,0,1,1,2,1.0064746810789562,1.047028966301548
3,1.7162248764721226,-1.2082940768639423,0.1035304410544047,-0.9283421829178161,0.8511645369504921,-0.38977942221578676,-0.09300019477967728,1.4918049598254015,-0.9352460248741173,-0.6353657832519736,1,2,2,1,3,4,-0.98879281580076,-0.46300923347637984
1,0.4896365629268752,-1.0806630816497058,0.6665966144807555,0.9196294704112548,-1.5837156259646878,1.0712354172778333,1.3223483624253052,0.6633222329771856,0.9285114354743045,-1.18531116887867,1,2,0,2,6,1,0.12854594973141176,-0.438091111367833
0,-0.9960901267194798,0.8754206493510918,-1.4247920296742609,1.2513166902395498,1.2238502761722032,-0.9913737678896304,1.3852527427455266,0.9170812779838416,-0.05159761714884877,-1.2989018105544925,0,0,0,3,0,2,1.3207693054492127,0.17987831692412432
1,0.1009289987752131,1.2895277370842393,-0.2718470078964957,1.6303877986147437,1.5468445834976863,-1.4210840147995187,1.0078264608241978,-1.2369738118215197,1.6450762261443082,1.1624172368691288,4,0,2,1,3,0,1.0143354944133591,1.1417178303140254
1,1.0683789362193514,-1.2859825087334775,1.44416418730762,1.4408522444271465,-0.8631898634693795,1.415003614805744,-1.225279040543663,0.3539447671471523,-0.6217489289559909,1.5351853138587401,4,3,2,2,5,1,-0.3659957453066491,-1.170683901359105
3,0.07501516116510203,1.517043858987878,0.13034311597946904,-0.8572663500974673,-0.3414298285589838,1.415003614805744,1.6054180738663015,1.6482317683911487,1.2758845912077603,-1.281004616064719,1,2,0,1,6,1,0.2903132136130751,1.70486738996718
2,0.9819994775189814,-1.5696840143999051,0.2375938156797264,-1.5206407897540568,1.4226160037571158,-1.6359391382544628,-1.0051137094228881,0.18361335337556117,-0.6406965556323615,0.24947593745293795,4,3,1,1,6,4,0.6047457469891986,-0.8467483139479984
3,1.5952936342916049,1.3283719530190066,-1.0494145807233608,0.8603996097276309,0.3045587860919823,-1.4210840147995187,0.66185236906298,1.1789513426939078,0.791284684696956,1.303750988409937,1,0,0,1,6,0,0.7252782181167122,-0.09422102626988933
3,0.18730845747558228,-0.08042452132943978,0.39846986523011213,-1.1652616256523123,0.6027073774693512,-0.9913737678896304,-1.1938268503835525,0.3666906552525098,1.6846939910130823,0.5076085502862108,0,1,1,1,0,4,0.40560514251765384,1.3111610606521427
0,1.6039315801616416,-1.2693349876185769,-0.11097095834610968,-0.2412757989877768,0.006410194714613323,-1.335141965417541,-0.9736615192627774,-0.41776082177719953,0.13328528557209754,-0.47867928726217696,1,2,2,3,2,1,-1.2379943894019243,-1.4198651224445717
0,0.3255155913961736,-0.9079450500826143,-0.4595357323719458,1.689617659298368,-0.8383441475212654,-1.335141965417541,0.41023484778209424,-0.9658340103075579,-1.3830990190428698,0.5387073841180291,2,1,2,3,6,1,-0.2775960725460811,-0.677305083609881
3,-0.9529003973692952,1.1084859449596973,1.1224120882068487,-0.9520341271912658,0.7020902412618075,0.5985541456769563,1.2908961722651944,-0.8650256225651878,-0.8847190204037969,0.6069896062270207,2,0,0,2,3,3,0.24273460658905657,-0.29854962755997183
3,-1.0133660184595532,0.8233971458670281,-1.4516047045993252,-0.004356356253280551,0.32940450204009636,1.6298587382606882,0.12716513634109775,0.9900804553145239,-0.037817525020579765,0.21912691740125478,5,0,1,2,5,4,1.6753333595325515,0.8127986184812094
3,-1.134297260640071,-0.20319998955183047,-1.0494145807233608,0.3865607242586384,0.7766273891061498,-0.346808397524798,0.5674957985826479,-1.6112394352788257,0.043714686738347,0.30113933610714033,0,0,1,2,4,1,-0.0453573066665233,-0.40320574041586776
1,-0.1927611608060438,0.22408638573061346,-0.9957892308732322,1.2513166902395498,-0.7638069996769231,-0.5186924962887532,0.882017700183755,1.4860113743229666,1.1696630477190173,-0.08778046722832414,5,2,2,1,6,3,1.609826581745859,1.047028966301548
3,0.9560856399088704,-0.24065691206035633,0.1035304410544047,1.0499351639152281,0.031255910662727406,-0.17492429876084264,-1.130922470063331,-0.15009717156469915,0.3870686489343905,-0.5526527188826835,6,1,2,2,6,4,-0.11307062854708315,0.3692560449490789
1,0.05773926942502773,-1.5689903676867842,-1.3443540048990679,-1.6746384275314794,0.7766273891061498,1.4579746394967328,0.4731392281023157,-1.1060387794664868,-0.3851906807540348,1.085764142886829,0,1,2,3,2,3,-0.9292161252663366,-0.4829437311632172
0,0.09229105290517556,-1.2963872094302902,1.4709768622326844,1.2987005787864492,-0.6395784199363528,0.3407279975310233,0.8505655100236443,0.4825623653012113,1.4998110882921358,0.8813108214936946,1,1,2,2,4,1,1.1137678876432648,-1.0161915442861158
3,-1.3675217991310684,-0.28227571484760744,1.1760374380569774,0.35102280784846396,-1.1613384548467485,1.4579746394967328,0.0328085658607656,1.3006166382450441,0.33137410991596883,-0.39179922500000675,0,3,0,0,4,4,-0.6585007467499637,-0.2636642566080066
2,-1.0133660184595532,1.1910299038210783,1.6318529117830705,1.2868546066497242,1.149313128327861,0.2977569728400345,-0.5333308570212273,-0.4223956901791479,-1.2699874294899922,-1.5815447295777438,2,3,0,3,3,3,-1.4721638813636162,0.5536501485523243
2,-1.255228502820588,-0.4973061959150708,0.827472664031141,1.121010996735577,-1.012264159158064,-0.5616635209797421,-0.690591807821781,1.6273748605823823,-0.08834452949090026,1.2662602994031997,6,2,0,1,3,1,0.24328624261252335,1.0221108441930014
1,0.8092405601182423,1.2492962277232296,-0.08415828342104535,-1.2244914863359364,0.6523988093655794,-0.9484027431986416,1.6997746443466337,1.098999862760303,0.48525180534830886,1.3767656417542056,4,0,0,1,3,1,-1.658065221271956,-1.2105528967327797
3,-1.134297260640071,-0.15603201305961267,-1.505230054449454,-0.2531217711245016,0.05610162661084148,1.1571774666598111,0.3787826576219835,0.09091598533659986,0.99856023712634,1.215223794237307,4,2,0,0,2,0,-0.2556685406132725,1.4507025444600041
0,-1.2034008276003667,-1.0778884947972225,0.15715579090453338,0.8011697490440071,-0.5898869880401246,1.3290615654237663,1.1650874116247514,-0.16747792807200462,-0.9903663933871947,0.7762385560413699,2,0,2,1,2,0,0.8251243383642182,-1.1856347746242328
2,-0.4346236451670778,-0.016609023722321942,1.7659162864083922,0.4339446128055375,-1.012264159158064,-0.17492429876084264,-0.9422093291026666,0.994715323716472,1.0198045458240887,-0.8128012245018923,2,0,2,3,3,0,-1.4616827969177455,-0.5776325951756944
2,1.474362392111087,-1.5114176904977539,-0.7544751565476532,0.30363891930156467,-1.6830984897571442,0.21181492345805683,0.5360436084225371,0.07469394592978199,0.15740044679656892,-0.2984535553878225,4,2,2,2,6,3,0.3054832042584143,-0.46300923347637984
1,-1.2811423404306992,0.9336869732532429,0.18396846582959772,0.1851791979343164,-0.8383441475212654,1.3290615654237663,-1.0994702799032203,1.226458743813875,-1.1379282132607451,-1.3861260496337737,0,1,2,0,6,1,0.3927796049720487,-1.245438267684745
0,-0.8060553175786671,1.6474494410545977,0.6129712646306268,-0.7743445451403935,-0.8134984315731514,-0.8624606938166639,0.882017700183755,1.5914546304672847,0.6035309294492871,1.2149656616244735,3,1,0,1,2,2,-1.7260543611642494,-0.7121904545618465
0,1.5780177425515312,0.720737432325142,-0.8885385311729749,-0.6440388516364206,-1.1364927388986343,-1.4640550394905074,-0.2817133357403416,-1.269417890635156,-0.49600558828553365,1.0394231928686655,4,3,2,2,1,0,0.6415674515556129,-0.35336949619877445
1,-0.46053748277718887,-0.5312948848579926,-1.7197314538499686,0.5997882227196848,-1.5837156259646878,-0.38977942221578676,1.0707308411444194,-1.6135568694797997,-0.25083478250340896,1.0443645886000454,6,3,0,2,6,4,0.4213267691864598,0.2745671809366014
2,-0.8319691551887775,-0.45430009970157803,0.39846986523011213,-0.809882461550568,0.35425021798821044,-1.6359391382544628,-1.6027053224649919,-1.2613068709317468,0.904970444755178,-0.28741531318190444,2,1,0,3,4,3,-0.18740358270924545,1.5055224130988065
1,-1.4798150954415485,-1.6973150096141416,0.26440649060479043,-0.3241976039448506,-1.5837156259646878,-0.346808397524798,-1.3196356110239953,0.13378851805461955,-1.6765001472739367,1.3466624622861727,2,1,2,1,2,2,-0.234154735698064,1.5055224130988065
2,-0.9183486138891473,-1.2575429934955227,-0.7276624816225892,-0.5137331581324475,1.4971531516014582,1.4579746394967328,0.12716513634109775,-1.7398570334328842,-0.5654802194322247,-0.010672568166270763,5,3,0,3,5,4,-1.6473083188143516,0.45896128453984675
2,0.9992753692590558,-1.3685264675948585,-1.4247920296742609,-1.4969488454806072,-0.8383441475212654,-1.0343447925806193,1.2908961722651944,-0.018003422109179323,1.2477502364458766,1.2162932007761875,3,3,1,0,0,3,-0.5978207841686067,1.40584992466462
2,1.1806722325298316,-0.8566151933116711,1.0419740634316557,-0.016202328390005377,1.4971531516014582,0.16884389876706798,-1.4768965618245489,-1.6332550601880789,1.1679405362029835,0.32324040457734127,0,3,1,0,5,3,1.6411319260776052,-0.039401157631086516
3,0.7487749390279842,0.1297504327461779,-1.237103305198811,-1.0468019042850643,1.199004560224089,0.426670046913001,0.12716513634109775,1.6853107156067333,-0.2801174782759815,-0.543114104237035,5,2,0,0,5,3,-1.5263621206692375,0.14000932155044962
1,0.014549540074843142,-1.7639050940737433,-0.13778363327117402,-0.8928042665076417,-1.4097956143278894,-0.47572147159776446,0.001356375700654882,-1.6853973297099945,-1.077640310199567,-0.18567418763804736,0,2,0,3,1,4,-0.22725928540472795,0.299485303045148
0,1.2670516912302008,1.369297109093137,0.9615360386564625,1.642233770751469,-0.11781838502595708,0.5985541456769563,0.1900695166613192,0.7629719036190689,-0.5402167171970645,-0.5045540086914169,3,3,1,1,2,4,-0.2733208933642127,0.2745671809366014
1,1.0338271527392036,1.3387766537158197,1.1224120882068487,-0.2886596875346761,0.528170229625009,1.2431195160417887,-0.5647830471813381,1.4350278219015375,0.6695605375639112,-0.08837048462908592,3,3,0,3,5,1,-0.003157150871306717,0.8127986184812094
1,-0.2359508901562284,0.7346103665875592,1.1760374380569774,-1.698330371804929,0.9505474007429484,1.1571774666598111,-0.3131655259004523,1.3029340724460186,-1.4692245948445528,0.8336669163821823,4,3,1,2,2,2,1.6862281709960227,-0.3932384915724491
3,1.2497757994901273,0.5480194007580501,0.9883487135815269,1.7133096035718178,-0.2172012488184134,1.4579746394967328,1.0078264608241978,-0.006416251104309416,-1.1809910011615865,-0.02763556843817149,3,3,2,1,1,2,1.5636270647805082,0.3044689274668576
0,-1.6266601752321765,0.7533388278418218,0.04990509120427604,1.0973190524621275,-0.9625727272618358,-0.9484027431986416,0.1900695166613192,-0.7456777612150252,-0.7411763940676585,-1.1380360246426335,4,3,1,1,1,2,-0.28407779582181697,-1.394947000336025
0,-0.5641928332176324,-0.9849398352390285,1.7391036114833278,0.8130157211807316,-0.8631898634693795,-1.5499970888724852,0.7562089395433121,-1.0202937140304478,-0.30940017404855363,-1.206699299656284,4,0,1,2,0,0,1.0303329390938987,0.299485303045148
0,1.3620690958006076,1.3686034623800163,-0.24503433297143137,-0.8809582943709168,0.8511645369504921,-0.21789532345183146,1.1650874116247514,-0.888199964574928,1.4762700975730094,-1.4143854247244259,6,2,1,3,4,2,-0.9385939376652737,-0.9414371779604758
1,-0.46917542864722567,-0.7178858506875011,-1.0494145807233608,-0.9046502386443664,-1.012264159158064,-1.3781129901085298,-1.5398009421447703,1.6412794657882264,1.0628673337249304,1.3401845629069757,3,1,0,2,3,4,-0.9219069479554005,-0.05933565531792387
1,1.3534311499305707,-0.6887526887364256,-0.05734560849598131,-1.4021810683868086,-1.1364927388986343,-1.077315817271608,1.6054180738663015,-0.10838335594716665,0.1694580274088042,-1.6929473900590748,4,3,2,1,6,1,-0.9105984094743294,1.1766032012659908
2,-0.4518995369071521,0.6132221917914104,-0.03053293357091697,-0.22942982685105195,0.006410194714613323,0.7274672197499228,-0.3131655259004523,1.0109373631232903,1.5095719868829933,0.479287715049646,2,1,2,1,1,1,0.12013350037354162,-1.0012406710209878
2,-1.6266601752321765,0.9080220448677717,-0.5131610822220745,1.642233770751469,0.05610162661084148,1.5868877135696993,0.0328085658607656,1.538153643844882,0.35204424810837276,1.328703807650487,5,2,1,3,0,2,1.3791048149308358,1.7098510143888892
3,-0.0804678644955628,-0.9509511462961068,0.9615360386564625,-0.430811353175374,-0.8134984315731514,1.4579746394967328,-0.09300019477967728,1.7258658141237788,-0.8186894122891729,0.9319048136090164,4,0,1,1,2,3,-0.00991469215877616,-1.679013592373457
2,-0.24458883602626516,-1.1985830228802503,0.26440649060479043,0.8959375261378051,1.4971531516014582,-0.8194896691256751,-0.7220439979818917,-1.187148976500578,0.7734853990312756,-0.21787930409629355,3,1,2,1,0,3,1.1012181681093933,-0.9613716756473131
3,-0.2964165112464865,0.21645627188628416,-1.3443540048990679,-0.9994180157381651,1.1741588442759752,1.3290615654237663,0.7562089395433121,0.019075525106405204,-0.8755322923182838,1.559302275114877,0,3,2,2,3,2,-0.11086408445321566,0.8875529848068495
3,-1.5402807165318075,0.18940405007457095,-0.9689765559481679,0.6116341948564098,0.9753931166910624,1.0282643925868447,-0.37606990622067377,-1.185990259400091,-0.6900752190919931,-1.611500404695586,2,2,1,2,3,2,0.035319461765508264,0.7629623742641162
